FeatureId	Sample02	Sample04	Sample06	Sample08	Sample10	Sample12	Sample14	Sample16	Sample18	Sample20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
f0465	-0.9912	0.0171	-0.1297	0.0394	-0.2356	-0.063	0.0095	1.5894	0.8008	-0.5163	-0.7192	1.4886	0.0794	-0.597	-0.2934	0.2782	-0.4151	-0.0193	0.3072	0.6647
f0838	-0.4888	0.8902	1.4304	0.2633	-1.2848	-0.7062	-0.1838	0.2736	1.4253	0.4842	0.0001	-0.6192	0.1286	-0.4149	-1.4895	-0.3765	-1.3603	-0.0816	0.2058	-2.2271
f0441	0.0188	-0.2035	-0.3652	-0.662	0.8145	0.2553	1.3434	-0.1961	-0.0231	0.4202	-0.5063	0.4914	0.7014	-0.5552	-0.2563	2.2457	0.7025	-0.6081	1.1318	-0.6693
f0752	-0.9768	-1.8727	-1.3041	-0.0251	-0.7078	0.301	0.6276	-1.821	0.1035	-0.6671	-0.059	0.2457	-0.515	-0.8694	0.5627	0.3164	-1.9022	0.3538	-0.7692	0.3535
f0460	-1.9191	0.6248	1.0887	-0.1679	-1.1596	-1.4715	-1.3399	-1.1278	0.8005	-0.1768	-0.648	-0.1562	-1.7184	1.2792	0.4709	-0.0371	0.5958	0.3998	-0.2239	0.1692
f0289	-0.2932	-0.8346	0.4635	-0.381	-0.6359	-0.706	1.0859	1.0577	-1.9701	0.6508	0.952	0.7752	-0.6341	1.0149	0.9235	0.3171	1.6858	-0.3551	-0.7417	-0.8232
f0664	0.4438	1.7519	-1.4286	0.0933	0.0327	-1.3663	0.7961	-0.2987	0.2406	0.7663	0.7682	0.8833	0.1475	-0.4896	-0.6245	0.2001	-0.6899	0.0244	0.4624	-1.6511
f0936	-2.1158	-1.599	-3.993	-2.1198	-1.7698	0.1045	-2.4167	-2.9459	-1.7391	-1.7013	0.065	-1.0161	1.0769	-0.0187	-0.4833	0.5176	-0.5358	-1.3653	0.94	0.9669
f0573	0.653	1.4862	1.2851	-1.0768	-0.299	0.3034	1.3458	0.0061	0.3793	-0.8652	-0.2328	-0.1578	-0.2802	-0.6887	0.3664	-1.9862	-0.0037	1.4584	0.5945	-0.3121
f0095	1.8064	1.4332	-0.9642	0.7195	1.3621	1.275	-0.6016	0.7065	-0.6949	1.819	-0.156	-0.456	-0.2213	0.822	-0.1111	-0.2993	-0.3919	0.0701	0.5799	-1.901
f0541	-0.1455	2.3619	0.2971	-2.3856	-0.3484	1.575	1.9369	-0.1137	-0.3467	-0.6703	1.1383	-1.1343	0.3153	0.689	0.9513	1.6968	-0.2691	-1.1531	0.4993	1.6651
f0918	1.2541	1.7693	0.3351	-1.1166	0.9489	-1.107	0.3224	1.2427	-0.7036	2.6702	0.5322	-2.0283	-0.6565	0.7606	2.0975	2.2961	0.3156	0.4396	-0.0563	0.7438
f0862	-0.9569	-0.9904	1.0231	-0.5506	-1.6803	0.3228	0.3881	1.9009	-0.8858	0.0494	0.2712	0.5425	0.5353	2.6968	0.2728	0.9108	0.0719	-0.7042	0.8701	0.7101
f0406	-0.9384	-0.119	0.065	1.5406	-0.4556	-1.4723	1.1066	0.1753	-0.0158	-1.5883	0.39	-1.2144	-1.0423	0.8219	-0.4619	-1.1546	1.5455	0.2211	0.1548	-1.3362
f0136	-0.1578	-0.4358	-0.9586	1.8386	0.119	0.0503	-1.0062	-0.5951	-1.7386	-0.1	-0.3083	-0.9779	0.976	-0.8948	0.1188	1.043	-1.4294	0.4592	0.3111	0.0601
f0993	2.0714	3.2392	2.3177	2.7859	3.0977	3.1239	3.3317	4.8367	2.5686	2.7401	0.3976	0.172	1.3593	-2.3311	0.4624	1.6174	-1.6571	0.4853	-0.3461	0.2843
f0514	0.6202	-1.5306	1.1327	0.7104	-0.0032	-0.6455	-0.0187	-1.7029	0.3455	-0.7321	1.0529	0.8959	-1.0081	-0.332	0.766	1.2076	1.0107	0.8338	-1.5025	2.6633
f0557	1.2774	0.3275	0.7724	-0.8108	-0.6195	-0.4719	0.7449	-0.1936	0.1554	-0.3059	0.2837	-0.181	0.772	-1.1795	-0.7356	-1.4251	2.2251	-0.3254	0.1651	-1.8326
f0114	-0.2615	-0.7733	-0.2556	-0.1214	-0.5426	-0.082	-1.4004	-0.6903	0.5973	2.0188	-0.4111	-0.0613	1.6974	-0.5685	-1.0759	-1.1681	0.5216	-0.3901	-0.5656	-1.2498
f0539	1.2015	0.2977	-0.7445	0.0328	-0.1856	-0.2257	-0.1112	-0.2024	-1.3436	-1.0838	-0.152	1.0578	-1.6867	-0.8232	-1.3878	0.0047	-0.0886	-0.3613	-2.1324	-1.2676
f0558	1.5963	0.6166	0.7602	0.1854	0.5251	-1.1664	1.479	-2.271	0.4859	-0.3148	1.752	1.7004	1.9322	-0.066	-0.8631	-0.7202	-0.7925	-0.0585	-0.3134	-0.9534
f0248	1.147	0.822	1.5198	0.443	2.5244	0.4245	-0.258	0.937	-0.9938	0.1878	-2.15	-0.7682	1.0215	-0.6944	-0.2764	-1.2119	1.023	1.122	0.8785	1.1174
f0699	-0.1244	0.3238	-0.1693	1.6407	2.3873	-1.1871	1.3455	-0.5774	0.4802	-1.1076	0.7043	0.1718	-0.6975	0.0235	-0.6322	1.7282	-0.0977	1.4229	-1.4258	1.0114
f0398	0.6476	2.8278	0.9912	-0.8245	0.1185	1.2234	0.4305	0.8168	1.1474	0.6867	-1.48	0.3359	0.3487	0.0541	0.0946	0.8238	-1.0645	-0.327	-0.2044	-0.8425
f0108	-0.7425	-0.7712	1.9501	0.7814	0.0784	0.7756	1.3916	2.0891	-2.0042	-0.8249	-0.4032	2.145	0.255	-0.0345	0.3658	-0.7673	-0.8478	-1.1556	0.6373	1.2726
f0333	1.1785	0.5391	-0.1128	-1.3511	-2.1052	-0.4411	0.8398	0.8557	-0.903	0.8067	1.6591	-1.0688	-1.0138	-0.0482	0.9686	-0.9762	1.0217	0.7687	-0.0835	-0.8166
f0071	1.1667	0.4419	0.3002	-1.4997	0.1456	0.9259	0.9737	0.4733	-0.3027	0.6111	-1.8305	-0.12	-0.4035	-0.2893	-1.5041	-0.8482	-0.4395	-0.3811	-0.7237	0.7883
f0281	-0.061	-1.2409	0.1386	1.1348	2.7329	-1.9173	-0.0621	0.3037	1.8112	-0.6443	-0.4461	0.0326	-0.666	0.2641	-0.0513	-0.8302	0.1167	-0.039	-0.8467	-0.2515
f0727	-0.4434	-0.1355	-0.9922	-0.4636	-1.0889	-0.4433	0.0645	-0.3613	-0.1098	0.0719	0.1768	0.5158	-1.0284	-2.219	-0.3525	0.8791	1.0946	-0.2204	-0.1774	-0.3331
f0010	-3.2364	0.9298	0.1635	-0.1195	-1.2155	1.083	1.9077	-0.4406	1.1492	1.7113	-1.1815	0.4803	-2.5392	0.3398	-2.0495	0.2042	0.6562	-0.7621	0.2364	-0.66
f0548	0.7285	-1.0769	0.8571	0.5112	-0.6461	0.0927	0.044	-0.7672	-1.4006	0.8824	-0.7278	-0.2071	-0.0705	0.4782	-1.4756	-0.4133	1.2945	-0.7513	0.2038	-0.8553
f0519	-2.3331	-1.6028	1.8428	-0.5908	1.1876	-0.053	-1.9707	0.3758	-1.0888	2.5967	-0.4538	0.9045	0.3118	-0.4554	0.7708	1.1402	0.0305	-1.1241	-1.0536	-1.1443
f0449	1.4883	1.1789	0.1765	0.526	-1.8938	0.5388	0.0299	0.4597	-0.857	-1.3039	-1.7727	-1.02	-0.1204	-0.7222	1.996	-1.3879	0.2749	1.2679	-0.5434	1.4579
f0235	1.0384	2.5211	-0.4618	0.6039	-0.2644	-0.5986	0.5344	1.2592	0.5263	-0.5053	0.1466	0.9561	0.4834	0.2049	1.4211	2.6694	0.2704	-0.5172	-0.1652	-1.2621
f0662	0.068	0.1401	-0.7046	0.6342	1.6792	0.0707	0.6067	-2.0256	-1.8406	1.652	-0.2627	1.2521	0.0082	-0.718	0.3529	-0.2343	0.0588	1.0674	-0.1032	-0.2186
f0523	-0.9234	0.3662	-0.0861	-1.0606	0.0386	-1.8892	1.0013	1.1189	-0.304	-1.8048	0.2715	-0.6582	0.2957	1.3474	-1.2002	0.1809	0.4719	0.0555	1.6285	-1.0313
f0135	1.8194	0.7757	-0.6477	1.2309	1.0254	2.4884	-0.7759	-1.7981	0.5271	-1.8	-0.1166	-1.8295	-1.0864	-0.8653	0.7035	-0.7912	0.7413	-0.3555	0.6373	-0.7845
f0195	-0.5045	-1.4653	0.375	0.0467	-0.2528	0.3153	-0.6663	-0.2178	0.7413	1.6446	1.0104	-0.1711	-1.6056	-0.0728	-1.1982	-1.9746	0.1656	-1.1482	-0.778	1.2919
f0032	0.1363	-1.7378	-1.9871	0.7625	-0.921	1.5005	0.456	0.6487	0.529	2.028	0.763	0.8184	1.0081	0.9743	-0.8684	0.9511	-1.039	-0.4002	-0.1299	-1.8677
f0805	0.9608	-1.0893	-0.3887	-0.3298	1.8103	-1.3259	-0.0796	-0.261	1.135	1.2273	0.0787	-0.3542	-0.6148	-0.4194	0.7495	-2.7224	1.1119	1.3035	0.5055	-0.474
f0527	-0.2246	0.3195	0.3023	-0.8926	0.9895	-0.8198	0.5955	-0.4993	-1.1408	0.3943	-0.2913	0.3279	1.227	0.4602	1.5668	0.7974	-0.1023	0.3777	-0.4263	0.4378
f0447	-1.1607	-1.2122	0.3133	-1.1397	0.3046	-0.7734	-0.5133	-1.5556	-0.8809	-0.3681	-0.6278	0.1466	-0.3371	0.8434	-0.1831	-0.6805	-1.2663	-0.0089	-1.2279	0.3017
f0294	-0.9886	1.9846	1.2887	2.7829	1.268	0.804	-1.3255	2.018	-1.5689	0.6664	0.9816	-1.173	-1.3761	-0.4735	0.5666	0.568	-1.0117	-0.3985	-0.8802	1.2746
f0126	-1.4013	1.3075	0.8674	-1.1413	0.2296	-1.2099	-0.5595	0.6574	-0.5866	-0.1001	-0.4207	0.039	-0.8881	0.6447	-1.1667	-0.5813	-0.1094	1.2125	0.5151	0.0708
f0739	0.3529	1.2551	-0.6862	1.2982	0.1877	-0.3407	-0.3035	-0.6676	0.7908	1.941	-0.4979	-0.6518	-1.2072	-1.6387	1.3455	-0.1229	-0.3964	-0.778	-0.9198	0.5304
f0718	-1.1131	-0.1629	0.6377	0.2426	-0.2481	-2.0437	0.6386	0.1064	-0.5764	-0.1075	0.1924	0.9409	0.0646	0.3001	0.5577	0.0034	-1.413	0.2787	-1.2734	-1.7456
f0209	1.0295	-0.311	2.9196	0.6246	-0.9103	-0.4765	0.9036	0.17	0.5319	-0.1564	0.5104	-1.4679	-0.637	-1.0385	-0.5309	-0.1997	-0.9264	-0.374	0.6427	-0.8689
f0119	0.751	-0.4472	1.3177	1.2643	0.6021	0.63	1.0164	0.777	-1.0133	-0.0805	1.5299	-0.5184	0.2801	-0.6022	-0.5114	1.5423	-0.8951	-1.0621	0.2101	0.89
f0667	0.3145	-0.7328	-0.1235	-2.0822	0.6566	0.24	0.0134	-1.0671	0.2814	-0.7531	-0.185	0.7791	-0.6676	0.1018	-1.2326	-0.0072	0.2171	-0.5888	-0.0845	-1.6553
f0565	0.3346	-0.7172	-1.3478	0.6314	0.2816	-1.0604	1.8701	-1.6985	0.7492	-0.4212	0.2622	1.4937	-0.8981	-0.5135	-0.4284	1.0059	0.2134	-0.4101	-0.3922	-2.0994
f0774	-1.4755	-1.1341	0.4518	1.0807	0.8131	-0.1948	-1.2266	-1.1194	-1.6303	0.0239	0.8424	-0.2722	-0.7769	0.0369	-1.4964	2.1621	1.1618	0.1745	1.6895	-0.8265
f0914	-0.419	-1.0615	0.223	-0.6327	-1.2172	0.3624	-0.3805	-0.1518	0.557	-1.0031	0.5336	-2.3655	0.3225	0.6612	-1.3739	0.6885	1.9904	-0.8568	0.4705	-2.075
f0221	1.0339	0.7738	-0.3931	-1.1411	0.7774	-0.7634	-1.4417	0.2256	0.3174	-0.5316	1.0629	-0.6037	-1.0632	1.1017	-0.2792	-0.5808	1.1286	-0.0039	-0.5406	1.0998
f0633	0.121	0.2859	-1.471	-0.3868	1.6655	-1.6888	0.8017	-0.1421	0.3754	-0.1605	1.0484	-0.9221	0.2745	-0.7311	0.7672	-0.7771	-0.3048	0.4725	-1.7445	-0.3123
f0413	0.7147	-2.288	1.1357	0.6907	1.1823	-0.2156	-2.1453	0.6114	0.3953	0.6021	0.9157	0.3824	-1.0157	1.7138	-0.1839	-0.144	-0.083	-0.1149	0.6413	0.1588
f0560	-0.1141	-0.0443	0.4793	0.6118	-0.1439	-0.161	-0.7065	-0.253	1.2881	-0.031	-1.306	1.5007	0.8981	0.7653	-0.9078	-1.8017	0.1891	0.6655	-0.073	0.9268
f0820	-1.3902	1.5936	-0.4799	0.1915	-0.1634	1.4035	1.0821	0.6044	1.059	-0.3824	0.7755	-1.287	0.1935	-1.1217	0.02	0.4318	-0.0027	-1.4021	-0.7746	-0.4196
f0163	1.1866	0.7407	-1.0335	-0.4268	-0.0141	-0.6559	0.1392	0.4801	0.5495	0.2585	-0.5594	-0.7576	0.6285	-1.9187	0.9653	0.139	-0.9339	-0.7091	0.3155	1.405
f0367	0.5942	-0.7352	-0.6779	-0.8817	0.6547	-0.3713	-1.0593	1.3189	0.1788	-0.5868	-0.254	-1.3398	0.2584	-0.759	0.7923	-0.4335	1.231	0.2141	0.0784	-0.6528
f0117	0.0276	0.8646	-0.1261	-0.5243	-1.1689	-1.0026	0.4591	-0.925	-0.0478	-0.3424	-0.4668	0.281	1.4268	1.2268	0.0712	-1.3306	0.0879	0.6803	-0.6031	1.105
f0039	-1.4112	-0.2784	0.2398	-0.1001	0.1774	-0.5968	0.6967	-0.3643	0.7274	0.6571	-0.1269	-0.4554	0.986	-0.0308	-1.4219	0.4614	0.0071	0.5279	-0.1192	0.1157
f0634	-1.6296	0.6491	0.5972	1.2058	0.1272	0.8009	0.6688	1.9238	0.1969	1.4036	0.9967	-1.0461	2.2905	1.0602	-0.0099	-0.6788	-1.5271	1.7862	0.9248	-0.6396
f0599	-0.39	-0.1235	1.3576	-0.125	0.5838	0.7633	-0.9104	0.0763	-0.1967	1.3181	-1.6438	-0.6057	1.2805	1.511	-0.5029	-2.2917	-1.7626	-0.4334	0.1798	-0.3472
f0328	-0.937	-0.4745	0.3842	-1.2555	1.0574	0.0129	0.5756	-0.798	-0.9518	0.2507	-1.062	0.2351	-1.1526	-0.7769	-0.7349	-0.256	0.2715	1.4142	0.6662	1.4839
f0946	0.2047	3.1722	2.3355	-0.4575	0.4297	0.439	2.3183	0.3122	1.4306	0.2634	-0.5413	1.371	-0.3753	-0.9319	-1.2025	-0.2213	-0.0897	-0.6288	0.0626	-0.1091
f0963	2.9922	3.1759	3.7533	2.4702	3.3348	0.1158	1.3898	2.1516	0.7331	2.2086	-0.8435	-0.2731	-0.8658	0.3395	-0.3746	0.6671	-0.0068	0.7242	-0.196	-0.0261
f0162	-1.2724	2.008	-0.2965	-1.0738	-2.1996	-0.9598	1.8795	0.885	0.5404	0.4635	1.7841	-0.9293	-0.3831	2.4252	0.0183	-0.1289	-1.5084	1.2376	0.5374	0.578
f0188	0.137	1.4244	-1.284	-0.1349	-2.2786	0.3956	-0.7228	1.241	0.6241	-1.0623	-1.7904	1.8495	0.1057	1.1855	1.7176	0.382	-0.469	-0.9993	1.3966	0.9252
f0158	0.3242	1.7578	-1.0472	1.1564	-0.6828	0.516	-0.9634	0.3943	-2.3027	0.7457	1.3669	0.5453	-0.003	-0.6859	0.4081	1.6121	-0.7442	0.563	-0.0773	1.8721
f0120	-0.1675	1.1648	0.23	1.4748	0.5862	1.0005	-1.8382	-1.8812	-0.2698	-0.5334	-0.9893	-1.5926	1.3755	0.0405	-0.2143	0.8089	0.8823	0.2177	-1.8478	-1.4427
f0706	-0.2139	0.4462	0.2249	-0.0794	-1.2302	-0.7858	0.2746	-0.1833	-0.9483	0.7504	0.4523	0.4007	-1.5928	2.8354	-0.2774	0.7645	1.8592	-0.4016	-0.0841	0.4322
f0486	0.7193	-0.5647	1.1789	0.825	-0.923	0.2673	0.2346	0.9562	0.0165	-0.0286	-1.4925	-1.8827	-1.7734	0.0529	0.6294	0.9967	0.1359	0.5544	0.4153	-1.0603
f0468	1.4409	0.6057	1.5966	-1.4529	-0.1379	0.0478	1.456	0.5605	-3.4593	1.6386	-1.4738	0.1369	0.6243	-0.6524	0.9984	-0.0064	-0.0734	-0.3257	1.8659	0.9486
f0024	-0.7478	0.7562	0.9059	0.2062	-1.1916	0.9962	1.5185	0.5545	-1.5434	0.2886	0.8751	1.1911	-1.1535	-0.2324	0.4408	-0.5091	0.8803	-0.4962	1.372	1.2094
f0817	-0.5922	-0.185	1.1495	-0.2641	0.6082	0.7403	-0.8118	1.2871	-0.072	-0.1849	2.1292	0.6804	-0.5147	-0.5065	-1.0747	-1.4801	-0.5198	1.1651	-0.1097	-0.7389
f0686	0.3083	-1.0326	0.7492	1.1877	2.0957	-0.7272	1.4703	-0.9695	0.2829	1.2103	-3.3488	0.7511	-1.0063	0.885	2.9743	-1.1059	1.3537	-0.3506	-1.2251	-0.3036
f0684	1.5396	0.0657	0.1868	-1.2401	1.7447	0.8261	0.5919	1.6938	0.4711	1.6731	-0.0278	0.2645	-1.3428	-1.7035	-0.2236	-2.7316	0.3082	1.6007	1.2879	0.2815
f0668	0.8374	-0.8915	0.4425	-0.1777	0.0891	0.819	0.9704	1.3489	-0.7071	-0.7906	0.9951	0.2143	0.1194	1.3954	-0.7121	-1.0456	0.6525	-0.3666	0.0604	-0.9502
f0170	0.2903	0.952	-0.9261	1.1583	-0.6271	1.092	-0.8493	-1.3585	0.4079	-0.6073	-2.1437	-2.2629	-0.2737	0.6926	0.3295	1.9237	0.52	0.2187	0.692	-0.9877
f0239	-0.2037	-0.3132	0.051	-0.2963	-0.8047	-0.367	-0.127	-0.538	1.3529	0.3918	-2.0782	0.9232	0.8737	0.3038	-0.5948	0.1342	-0.2479	-0.3556	-1.2392	1.6846
f0050	-2.0565	-0.8433	-0.8841	1.0754	-0.7514	0.5752	1.209	1.1631	-1.7076	-0.382	0.6688	-1.4885	-0.8535	-0.3771	-1.0316	-0.7507	-0.1925	-0.5816	-0.9641	0.9592
f0629	-1.7207	-1.0344	2.2505	-0.5509	-0.5208	-0.7311	0.3582	1.2886	-0.3818	0.9478	0.4605	-0.4713	-0.7521	0.091	0.6468	0.7174	1.2099	0.8934	0.1012	-0.4011
f0614	0.5488	-1.3096	0.5382	-0.3447	0.6514	-1.2804	0.0646	-0.2435	1.0461	0.9772	1.3673	0.74	-0.4738	0.1072	0.4728	1.1298	0.2851	-0.3061	0.5724	0.0498
f0583	1.3411	0.4363	0.49	0.4634	-0.6452	-0.7254	-0.3531	-1.3842	-0.3379	0.4374	-0.4613	-0.1942	2.3018	1.2696	-1.6662	0.5974	1.4961	-0.2637	-0.329	0.0009
f0268	-0.1329	-1.9071	1.4957	-0.6627	0.8675	0.6294	1.1429	0.9199	0.1148	0.2989	0.5746	-1.2117	0.5032	-1.7849	0.9312	-0.9359	-0.024	-0.2924	-0.3871	0.5239
f0910	0.6467	0.1582	0.2216	-0.14	0.1195	-0.4093	-0.6691	-0.6011	0.0682	1.2685	-0.5224	1.5828	-0.2902	-0.38	-0.2515	0.3961	0.6342	0.1986	1.3752	-0.299
f0994	1.46	2.9305	2.3973	3.5674	3.2415	1.1668	3.4445	2.2762	4.5726	2.024	0.2556	0.6341	0.5891	1.0718	0.5236	0.1765	0.5885	-0.6888	0.9974	-0.7199
f0191	1.1882	0.253	-0.6777	0.1151	-0.3426	0.2459	-0.0919	-1.6371	1.259	-0.0135	-0.2531	-0.3767	0.3946	-1.2786	0.6898	0.6505	-0.5817	1.5722	-0.931	1.9289
f0379	0.5304	0.091	1.0259	0.5207	0.9207	-2.325	2.6352	0.9198	0.3637	-0.4259	-0.9731	-1.4892	-1.2326	-1.4151	1.6749	-0.8361	1.8835	-1.8606	0.0509	0.7764
f0124	-0.2471	-0.15	-0.2836	-3.7032	-0.6961	0.6807	0.5298	0.8295	-0.1417	-0.3176	0.0779	-1.1529	0.0024	-0.4879	0.652	0.9152	0.4831	0.586	-0.0261	-0.046
f0845	0.8906	1.245	2.256	0.794	0.2333	1.8875	-1.5502	0.2164	0.3504	-0.3748	1.0158	0.1353	0.068	-0.8311	0.7757	0.4961	-0.6595	-0.4431	0.2789	1.348
f0628	0.1063	1.2298	0.5591	0.9852	-0.6655	-0.4057	-0.639	-0.161	0.9814	-0.291	0.7105	-2.1464	-0.8017	-0.8017	-0.4337	-0.6484	-2.1322	0.4147	-0.3064	-0.0469
f0853	-1.1197	0.0747	1.0917	0.4977	1.2196	-2.1624	0.1114	-0.0301	-0.0627	1.2016	-0.6798	1.1919	-1.1934	1.8974	0.1104	-0.156	0.6128	1.8302	-2.4419	-1.8885
f0335	-1.4469	-1.9537	-0.7775	-1.4388	-0.5867	1.1194	-0.4356	-0.5656	-0.2876	0.7961	0.0771	-1.1053	0.8793	-1.9951	-1.6259	-0.7112	-1.3076	0.7792	0.5668	0.3513
f0837	2.6587	0.2251	-0.3773	-0.4016	0.4977	0.515	-0.6377	-0.781	-0.1096	1.3511	-0.4521	-1.3777	-0.8772	-0.4814	0.7709	-1.7559	2.8691	0.0642	-2.286	-1.0695
f0929	-1.9808	-2.1481	-1.7919	-0.4137	-2.2369	-1.4938	-2.5752	-2.0977	-2.8917	-2.6902	-0.3469	-2.0496	-1.0166	0.8621	-0.9681	-0.7921	-0.2929	-1.4699	-1.9513	1.6539
f0815	0.5324	0.4023	2.5161	0.1776	0.7602	0.8513	0.7204	-1.2881	-1.228	0.0094	-0.7927	-1.9147	-0.0676	-0.2226	0.5373	1.3037	0.9001	-0.6675	-0.8108	-1.2248
f0300	1.1299	0.1379	-0.7839	0.375	-0.655	-0.5093	0.7024	0.5967	-1.7442	1.2074	-0.5699	-0.9475	-0.2447	0.0139	0.5741	-0.1838	0.9857	0.6536	-0.5756	-1.0686
f0969	1.7643	1.3847	-0.0925	1.184	1.4173	0.7952	2.4542	0.5946	1.8498	1.6327	-0.3108	2.1176	0.0148	2.2258	-1.1526	2.7863	-0.2491	-1.1308	-0.5102	-0.407
f0007	-0.4977	0.9613	-0.4713	0.531	0.1913	-1.1487	-0.0268	-0.4677	2.0701	-0.4156	-2.7354	-0.4674	-0.1144	-0.6709	1.0292	0.0606	0.2211	0.0129	0.4681	1.1722
f0389	-1.8806	0.4764	0.6102	-0.3751	-1.0581	-0.8151	0.4973	0.1523	0.4801	-0.9174	-0.562	-0.0511	0.1545	-0.9353	-0.3318	-1.4165	-1.3771	-1.5653	-0.6263	0.29
f0118	-0.017	1.9529	-1.7799	-1.1363	-0.3259	0.8157	-0.5654	0.259	-1.5852	0.5222	1.5665	-0.4165	-1.5388	-0.3387	-0.6614	0.7635	-0.6944	-0.0365	-0.2644	-0.9169
f0894	0.5767	-1.2472	1.2323	-0.4018	0.2262	1.1834	-1.3288	0.2232	0.9177	0.4934	-0.3848	0.5931	0.4887	0.0917	0.4713	-0.2842	-2.3051	0.9065	-0.604	0.6076
f0536	0.9245	1.219	0.0998	-0.9023	0.8924	-0.9595	-1.2062	0.7879	-0.2479	-0.4143	-1.0969	-0.0431	0.3136	1.8292	0.7298	0.4488	0.1706	-1.1202	0.6469	1.1177
f0167	-0.1926	-1.2237	-1.1126	0.1183	0.4242	-1.2285	0.3076	-1.9106	-0.7026	2.0143	-3.0555	-1.2102	0.0265	-0.3467	0.4069	-0.8497	-0.2547	0.4582	1.2265	0.3608
f0776	-0.194	0.8433	1.1396	-0.9868	-0.9975	0.6776	-0.0127	-0.0019	-0.9135	1.3476	-0.509	0.0238	2.1052	0.6729	-0.4808	-1.6395	0.4702	0.0962	-0.9686	-0.6104
f0903	-0.2822	1.1357	1.0632	-0.5202	0.4072	0.0744	1.093	-0.1246	-0.0672	0.799	-0.544	0.0629	-0.9098	-0.348	-0.4445	0.0166	-0.67	0.3517	-0.1646	1.4566
f0072	1.0688	1.1921	-0.0019	-2.0582	1.6538	-0.7143	-0.9426	-0.0773	-1.0529	0.282	-1.4126	1.1245	-0.8793	0.0268	0.1026	1.9026	-0.8058	0.2288	-0.8356	-0.5559
f0494	0.3973	1.7419	1.3914	0.5619	-0.9416	-0.1421	0.3388	-0.0359	-1.1287	-1.1584	-0.9808	-2.3618	0.5352	1.0793	-0.2209	2.581	-1.5237	0.1668	0.4747	-1.1573
f0881	0.4948	0.4115	0.2387	2.0186	1.1422	0.0534	-0.1776	0.4985	1.3123	-0.273	2.0709	2.1345	-1.1444	-0.1152	-1.7625	1.1062	-1.2506	-0.7469	0.9465	0.6449
f0466	1.4742	-0.4565	-0.8484	-1.6675	0.3828	-2.4984	1.3225	-0.3758	1.2342	0.7541	0.7207	-1.5173	0.2165	0.7327	0.4433	1.0184	0.2451	2.3502	-0.2281	-0.5234
f0717	0.617	-1.1304	-0.2392	-0.3032	0.1172	-0.0691	2.5805	0.4619	0.5619	-1.2992	1.2782	0.4464	0.0059	1.3588	-0.3413	-1.6927	-0.0229	2.1263	-0.3052	0.9394
f0469	-1.4039	-1.2112	-0.7822	-2.0136	-2.4625	-0.1065	1.2986	-0.3921	-1.3077	0.4528	-0.0553	-0.3511	-0.8546	0.3044	0.5989	-1.024	0.596	0.4208	-0.0223	0.462
f0656	0.0146	0.7216	2.0905	-0.3887	-0.5619	-0.7187	1.6621	0.1184	1.9256	1.3008	-0.1104	0.8548	-0.3404	-0.1147	0.0264	1.6622	0.4942	0.0087	0.3615	-0.392
f0589	0.5742	-1.234	0.9145	-0.126	-0.6765	0.9248	1.3301	-1.8602	-0.2637	-0.9334	2.2195	-0.6643	1.99	0.1659	-1.8444	-0.1252	-0.1827	-0.0292	-1.1725	-0.9085
f0295	-1.6419	-0.601	-0.0982	1.1982	0.728	1.1453	0.8943	-0.5627	-0.1621	-0.8406	1.6517	0.2218	0.3257	0.41	-0.184	-0.1521	-0.3415	0.7247	0.2744	-2.1538
f0337	-0.429	1.5359	0.1223	-0.4795	-1.5787	0.6918	0.8714	-0.3439	1.1408	0.3554	-1.3778	-0.6916	-0.3922	0.0766	1.4957	0.4589	-1.087	-1.7613	0.6684	0.736
f0189	1.2411	-0.5857	-0.2394	1.3529	-0.3428	0.7816	-0.6921	0.8067	0.1938	-0.5164	0.8898	-1.002	-0.9052	-1.0083	-1.4991	-1.3052	1.0436	-1.4149	0.2942	0.1023
f0958	1.5607	1.1189	0.7926	0.3603	0.4068	1.3682	0.8504	0.248	2.0203	1.7919	0.4143	1.7967	1.3519	-1.5104	-0.0045	1.2322	0.7485	0.1501	0.532	-1.6721
f0074	-0.8802	0.397	-0.7884	0.3256	0.298	-1.135	-0.8285	-0.5853	-0.6389	1.582	-0.0689	-0.2324	-0.1501	-1.121	-1.9015	-0.2126	0.8753	0.6711	1.1232	-0.7171
f0593	-0.2868	-0.5697	-0.8261	0.1358	-1.6255	-1.4521	-1.0596	-1.7362	-1.0077	-1.8471	-0.8876	-1.4541	1.6093	-1.22	0.9082	-0.1982	1.4079	-0.767	-0.8691	-0.815
f0952	2.1565	-0.8177	0.9501	0.2935	0.9748	0.2059	0.5659	1.1206	1.5189	1.6443	0.5987	0.0877	-2.9062	-1.1384	0.204	-0.2193	0.7332	0.3839	0.9066	0.2432
f0611	-0.1803	-2.114	0.766	0.6694	-0.2053	-0.4566	0.1464	0.0061	-0.1177	-0.4581	-0.1849	-0.4304	-0.8808	0.9161	-0.4283	-0.116	1.2258	-0.8656	0.4839	0.6362
f0810	1.1022	1.8115	-0.2599	-0.5504	-2.1017	1.3361	-0.675	-1.4169	0.9548	0.1317	-0.0568	1.4427	-1.0458	-0.0763	-1.0029	-1.0416	0.3558	1.3846	-0.6506	0.0019
